text,label
the price range for tickets for buffalo bills tickets at ralf wilson stadium?,Sports
Who shot Mr. Burns?,Entertainment & Music
bankrates on money market funds?,Business & Finance
"What is the answer to live, the universe and everything?",Business & Finance
A party wins 30 million on a powerball jackpot. How much cash could he really get?,Business & Finance
how long do u to wait in between popping knuckles?,Business & Finance
What will Santa bring this year?,Business & Finance
who is highest paid basketball player?,Sports
who was the longest driver on the PGA tour in the 1950's?,Sports
"in messenger, how would you know if a buddy's screen name is still active on your buddy list?",Business & Finance
why do clouds turn dark when its about to rain?,Science & Mathematics
Why old people always are complaining ?,Health
what is inferred reality and class inclusion?,Education & Reference
what is the answer to: P=2L + 2w for w ?,Science & Mathematics
I want to become christian?,Society & Culture
How much wood would a woodchuck chuck if a woodchuck could chuck wood?,Business & Finance
What a son give best gift to his mother?,Family & Relationships
how would u drop a raw egg on a concrete floor without breaking it?,Business & Finance
does a baby breath water inside the mothers womb?,Education & Reference
Is Yahoo or Google a better resource for research? What is another good resource for academic research?,Education & Reference
does the va pay for dental work?,Health
Traffic Question: Can you change lanes across a double yellow line?,Education & Reference
What is M&E services in a building?,Business & Finance
"If I go 10 miles north, 4 miles east, 6 miles south, and then 7 miles west...?",Science & Mathematics
how to become a perfect hardware engineer as i am undergoing btech in CSE in second year?,Computers & Internet
How can I get to watch TV programs around the world through internet? (For Free or not!)?,Entertainment & Music
how can i win the megga millions lotto?,Business & Finance
What is the main strip in Cancun?,Business & Finance
where did name of day thursday come from?,Education & Reference
"How do I get rid of the ""It's now safe to turn off your computer"" in WINDOWS XP?",Computers & Internet
How do you vote in Iraq?,Politics & Government
How can we manufacture soap/detergent powder economically without electric power in a village?,Science & Mathematics
what is shared video card memory?,Computers & Internet
at what age did you lose your virginty?,Business & Finance
What rhymes with orange?,Society & Culture
"republicans say we should ""stay the course"". isnt the translation of that phrase into japanese "" kamakaze""?",Politics & Government
Why do users in Yahoo! 360 have almost no friends?,Computers & Internet
how can you tell if a frog is male or female?,Science & Mathematics
What is the best search engine other than Google.com?,Computers & Internet
Any pittsburgh Pens fans out there?,Sports
what is 'answers.yahoo.com'?,Computers & Internet
tell me more about hannuka?,Education & Reference
"If your boyfriend has a confederate flag in his bedroom, how do you ask him to take it down?",Family & Relationships
what is cabotage?,Business & Finance
Do you believe in reincarnation?And why?,Business & Finance
what does Imao stand for?,Computers & Internet
Which sign is the best mate for a Libra?,Entertainment & Music
What ASAP mean?,Business & Finance
what is the meaning of life?,Business & Finance
What does it really mean to love somebody? How do you know if it's truly love what you feel for them?,Family & Relationships
non POSIX-compatible C functions?,Computers & Internet
"i dreamed that i am undressed in public , any one know what its mean?",Entertainment & Music
What is the role of women in Educational Technology?,Education & Reference
i have a problem wity program not responding?,Computers & Internet
can anybody tell a bit about mona lisa?,Business & Finance
what is the best way to sell lyrics?,Entertainment & Music
if a guy who is engaged keeping a platonic friend with a lady bt does nt tell her of hs being engaged is itBAD,Family & Relationships
"Can the electorial college override the majority of the vote? if so, why?",Politics & Government
If super nova could be explained as a temperature what would it be?,Science & Mathematics
what is the best fluid mechanics book in chemical engineering for a bachelor student?,Science & Mathematics
Adding a Tivo to a wireless network?,Computers & Internet
Do you think Martin Brodeur best dys are behind him.?,Sports
how many ways can you spell tonight?,Business & Finance
how is the RIAA catching individuals downloading pirated music?,Computers & Internet
Does a root canal treatment pose a potential health threat?,Health
how do i plan a wedding?,Family & Relationships
what is 240x530=?,Business & Finance
do you like soccer?,Sports
whats the best way to defend ourself?,Business & Finance
how to produce good perfume?,Business & Finance
Do you or anyone you know have Tourette Syndrome?,Health
How much would you pay?,Entertainment & Music
"Using the numbers 1, 3, 4, and 6, arrive at the number 24. no exponents or square roots.?",Science & Mathematics
How'd a woman act?,Family & Relationships
"What is the best place, in this game called Maple Story, to train?",Computers & Internet
who invented sudoku?,Education & Reference
why do people speak about dying of old age when there is really no such thing?,Health
How do I transfer money from a trust bank in the United States to a bank in the Ukraine?,Business & Finance
Why do babies have to come out head first?,Health
Looking for Incremental Backup Software + bootable images + networkable (?)?,Computers & Internet
what good laptop can recommend a college student ?,Computers & Internet
"what is the amperage and watts of a toshiba laptop satellite computer bought in 2004,with 110volt supply?",Computers & Internet
